#{"t_start": 1710787735.6762125, "env_id": "None"}
r,l,t
-1400.9,58,1466.767201
-5508.6,147,1466.960021
-1203.1,56,1467.022043
-2556.4,86,1467.107023
-646.5,39,1467.140471
-546.5,37,1467.182638
-1307.5,62,1467.335841
-648.7,41,1467.441421
-2058.6,78,1467.538965
-289.9,26,1467.572161
-1202.0,55,1467.666387
-5008.6,137,1467.803055
-1656.4,68,1467.860469
-1104.2,55,1467.945373
-1103.1,54,1468.056986
-445.4,34,1468.121827
-497.6,37,1468.192073
-902.0,49,1468.285074
-1356.4,62,1470.3979
-296.5,32,1470.43528
-1103.1,54,1470.511995
-92.1,24,1470.552553
-3308.6,103,1470.690383
-650.9,43,1470.740038
-1053.1,53,1470.889378
-86.6,19,1470.940383
-749.8,44,1471.048526
-396.5,34,1471.144202
-2007.5,76,1471.350625
-800.9,46,1471.442818
-3805.3,110,1471.633681
-1704.2,67,1471.718088
-1098.7,50,1471.774711
-752.0,46,1471.831245
-297.6,33,1471.888186
-1355.3,61,1471.989483
-696.5,40,1472.063197
-3207.5,100,1472.233036
-1654.2,66,1472.304693
-3355.3,101,1472.451229
-142.1,25,1472.484433
-4557.5,127,1472.696151
-446.5,35,1472.739235
-1708.6,71,1472.859801
-1404.2,61,1472.946383
-2808.6,93,1473.040017
-800.9,46,1473.088486
-1756.4,70,1473.175159
-2307.5,82,1473.244997
-3408.6,105,1473.366323
-4257.5,121,1475.667585
-1558.6,68,1475.743529
-948.7,47,1475.820339
-448.7,37,1475.868134
-192.1,26,1475.90416
-1249.8,54,1476.030589
-5458.6,146,1476.244338
-749.8,44,1476.292703
-800.9,46,1476.375167
-496.5,36,1476.443304
-1856.4,72,1476.524564
-2505.3,84,1476.634658
-798.7,44,1476.698894
-399.8,37,1476.771097
-1347.6,54,1476.878453
-2255.3,79,1477.040347
-3856.4,112,1477.186065
-2606.4,87,1477.401999
-1856.4,72,1477.531586
-1906.4,73,1477.691294
-3856.4,112,1477.968963
-453.1,41,1478.062947
-1052.0,52,1478.216404
-1254.2,58,1478.35642
-2957.5,95,1478.540322
-650.9,43,1478.652332
-1852.0,68,1478.785615
-1202.0,55,1478.883753
-5907.5,154,1479.198289
-1002.0,51,1479.311057
-446.5,35,1479.385598
-956.4,54,1484.350002
-146.5,29,1484.429863
-1098.7,50,1484.528013
-2807.5,92,1484.79906
-550.9,41,1484.963007
-602.0,43,1485.080636
-1003.1,52,1485.27109
-299.8,35,1485.359384
-498.7,38,1485.453581
-1904.2,71,1485.590187
-1905.3,72,1485.755592
-800.9,46,1485.858204
-1304.2,59,1486.02288
-796.5,42,1486.153503
-1654.2,66,1486.328323
-850.9,47,1486.425323
-1353.1,59,1486.541914
-849.8,46,1486.69376
-1050.9,51,1486.870041
-1203.1,56,1487.009106
-443.2,32,1487.07153
-895.4,43,1487.163693
-897.6,45,1487.260318
-750.9,45,1487.379873
-445.4,34,1487.448913
-706.4,49,1487.594875
-2907.5,94,1487.791379
-1253.1,57,1487.900057
-548.7,39,1488.005007
-2808.6,93,1488.169845
-3507.5,106,1488.378148
-853.1,49,1488.480118
-952.0,50,1488.604612
-553.1,43,1488.710456
-1752.0,66,1488.874419
-1550.9,61,1488.990409
-3706.4,109,1489.193048
-598.7,40,1493.972291
-1150.9,53,1494.094444
-899.8,47,1494.237355
-1504.2,63,1494.559633
-1056.4,56,1494.684631
-799.8,45,1494.809009
-2507.5,86,1494.995507
-3557.5,107,1495.158611
-3103.1,94,1495.337103
-999.8,49,1495.437209
-1805.3,70,1495.594104
-848.7,45,1495.696689
-2255.3,79,1495.870851
-1155.3,57,1495.983056
-2204.2,77,1496.137834
-1355.3,61,1496.314052
-1953.1,71,1496.45343
-2754.2,88,1496.668921
-395.4,33,1496.770549
-648.7,41,1496.85425
-4707.5,130,1497.110915
-450.9,39,1497.211034
-1350.9,57,1497.328807
-294.3,30,1497.370178
55.7,23,1497.39672
-1806.4,71,1497.531062
-3308.6,103,1497.737517
-1548.7,59,1497.845597
-900.9,48,1497.946351
-4107.5,118,1498.170125
-2604.2,85,1498.338232
-698.7,42,1503.015434
-546.5,37,1503.111241
-2755.3,89,1503.294015
-645.4,38,1503.409323
-600.9,42,1503.505507
-645.4,38,1503.564667
-496.5,36,1503.64326
-91.0,23,1503.693462
-2758.6,92,1503.869607
-1300.9,56,1503.978907
-245.4,30,1504.042444
-1202.0,55,1504.175955
-3908.6,115,1504.44632
-1852.0,68,1504.569697
-444.3,33,1504.646358
-1704.2,67,1504.749134
-994.3,44,1504.843944
-2604.2,85,1505.043955
-994.3,44,1505.171018
15.6,15,1505.216127
-1454.2,62,1505.385166
-86.6,19,1505.43291
-2704.2,87,1505.683387
-1000.9,50,1505.833374
-292.1,28,1505.889888
-1600.9,62,1506.019801
-7608.6,189,1506.431153
-496.5,36,1506.496672
-1098.7,50,1506.605658
-1706.4,69,1506.772768
-998.7,48,1506.893554
-1599.8,61,1507.056697
-298.7,34,1507.099252
-5956.4,154,1507.360685
-1904.2,71,1507.495335
-698.7,42,1512.354628
-499.8,39,1512.465643
-1104.2,55,1512.609868
-497.6,37,1512.695154
-1653.1,65,1512.817967
-1303.1,58,1512.927812
-447.6,36,1513.013329
-1354.2,60,1513.105889
-647.6,40,1513.177399
-1655.3,67,1513.328068
-1104.2,55,1513.436028
15.6,15,1513.467503
-1103.1,54,1513.596153
-2907.5,94,1513.769308
-2104.2,75,1513.9361
-1054.2,54,1514.043226
-1103.1,54,1514.15949
-7258.6,182,1514.455474
-2257.5,81,1514.680224
-1856.4,72,1514.812161
-799.8,45,1514.910001
-1656.4,68,1515.04047
-1352.0,58,1515.199523
-1152.0,54,1515.308787
-800.9,46,1515.379391
-6258.6,162,1515.635974
-850.9,47,1515.726453
-1356.4,62,1515.858489
-603.1,44,1515.943146
-2956.4,94,1516.17945
-147.6,30,1516.251189
-1049.8,50,1516.392754
-1406.4,63,1516.565699
-4008.6,117,1519.900859
-849.8,46,1519.934858
-550.9,41,1519.981859
-2155.3,77,1520.03987
-3658.6,110,1520.128869
-2656.4,88,1520.188875
-2607.5,88,1520.257057
-552.0,42,1520.288099
-1000.9,50,1520.323068
-2354.2,80,1520.393069
-2356.4,82,1520.450066
-900.9,48,1520.485066
-245.4,30,1520.514068
-1457.5,65,1520.561098
-3408.6,105,1520.651066
-1104.2,55,1520.688065
-1503.1,62,1520.732072
-643.2,36,1520.757097
-6557.5,167,1520.863068
-5458.6,146,1520.96707
-747.6,42,1521.001066
-1806.4,71,1521.0551
-695.4,39,1521.086066
-1756.4,70,1521.141067
-447.6,36,1521.169066
-1054.2,54,1521.216068
-3458.6,106,1521.296068
-1303.1,58,1521.334099
-652.0,44,1521.385065
-246.5,31,1523.105038
-1852.0,68,1523.172041
-343.2,30,1523.205046
-41.0,22,1523.222044
-999.8,49,1523.281049
-15908.6,355,1523.497069
-495.4,35,1523.523086
-1554.2,64,1523.56705
-450.9,39,1523.594049
-798.7,44,1523.623073
-394.3,32,1523.645088
-2757.5,91,1523.704047
-1853.1,69,1523.757052
-1405.3,62,1523.806293
-1355.3,61,1523.863421
-1606.4,67,1523.908408
11.2,19,1523.927402
-496.5,36,1523.952408
-1754.2,68,1523.997153
-2656.4,88,1524.055168
-444.3,33,1524.079162
-1752.0,66,1524.12218
-1053.1,53,1524.15616
-1605.3,66,1524.20316
-598.7,40,1524.23016
-12158.6,280,1524.404176
-1305.3,60,1524.443161
-146.5,29,1524.464206
-1353.1,59,1524.520162
-5008.6,137,1526.003708
-1355.3,61,1526.054723
-1704.2,67,1526.116708
-1404.2,61,1526.163752
-1704.2,67,1526.20771
-1502.0,61,1526.248708
-348.7,35,1526.271709
-345.4,32,1526.297708
-602.0,43,1526.32773
-1149.8,52,1526.374425
-1952.0,70,1526.436438
-448.7,37,1526.467424
-492.1,32,1526.490423
-1905.3,72,1526.546423
-2006.4,75,1526.59856
-1154.2,56,1526.634577
-1197.6,51,1526.709569
-1053.1,53,1526.743569
-398.7,36,1526.772568
-697.6,41,1526.801569
-950.9,49,1526.834632
-804.2,49,1526.86664
-1248.7,53,1526.905334
-3858.6,114,1526.984078
-2907.5,94,1527.045022
-898.7,46,1527.076034
-296.5,32,1527.099014
-1604.2,65,1527.142023
-2857.5,93,1527.203014
-87.7,20,1527.217015
-1003.1,52,1527.251014
-1003.1,52,1527.286023
-446.5,35,1527.309042
-600.9,42,1527.345015
-4008.6,117,1527.44694
-900.9,48,1529.046462
-499.8,39,1529.083462
-499.8,39,1529.119463
-2256.4,80,1529.192482
-4408.6,125,1529.287462
-2104.2,75,1529.34147
-1604.2,65,1529.385506
-5808.6,153,1529.483634
-2554.2,84,1529.545462
-650.9,43,1529.575479
-1656.4,68,1529.620506
-3158.6,100,1529.688462
-1606.4,67,1529.74847
-1854.2,70,1529.801473
-395.4,33,1529.832462
-1856.4,72,1529.882469
-2454.2,82,1529.935462
-3306.4,101,1530.004496
-849.8,46,1530.039483
-543.2,34,1530.064508
-1600.9,62,1530.108464
-1102.0,53,1530.143497
-649.8,42,1530.170213
-396.5,34,1530.193235
-999.8,49,1530.22723
-350.9,37,1530.252228
-1907.5,74,1530.300229
-496.5,36,1530.324229
-1156.4,58,1530.364229
-11308.6,263,1531.954255
-2002.0,71,1532.016254
-2808.6,93,1532.097268
-1000.9,50,1532.129263
-1352.0,58,1532.167261
-1104.2,55,1532.204272
-345.4,32,1532.227303
-1150.9,53,1532.262254
-552.0,42,1532.289255
-1399.8,57,1532.329298
-3658.6,110,1532.401254
-1904.2,71,1532.446255
-1152.0,54,1532.483255
-1150.9,53,1532.534255
-952.0,50,1532.567845
-1802.0,67,1532.613862
-1149.8,52,1532.647897
-494.3,34,1532.671861
-900.9,48,1532.702865
-1105.3,56,1532.739862
-1454.2,62,1532.782865
-694.3,38,1532.814878
-2555.3,85,1532.872859
-899.8,47,1532.904863
-2806.4,91,1532.967854
-553.1,43,1532.996862
-497.6,37,1533.022863
-1054.2,54,1533.061856
-1504.2,63,1533.105855
-654.2,46,1533.135854
-1957.5,75,1533.186864
-2307.5,82,1533.254898
-3106.4,97,1533.319897
-2556.4,86,1534.730854
-597.6,39,1534.763853
-1757.5,71,1534.820854
-2505.3,84,1534.886854
-144.3,27,1534.905861
-550.9,41,1534.938864
-953.1,51,1534.972866
-1504.2,63,1535.042856
-2358.6,84,1535.098898
-2104.2,75,1535.147901
-189.9,24,1535.164863
-139.9,23,1535.181853
-2204.2,77,1535.237862
-552.0,42,1535.266897
-2505.3,84,1535.337863
-847.6,44,1535.366863
-993.2,43,1535.396151
-38.8,20,1535.410166
-2658.6,90,1535.471181
-1354.2,60,1535.509894
-745.4,40,1535.535904
-3157.5,99,1535.599912
-2604.2,85,1535.66295
-4806.4,131,1535.749912
-1254.2,58,1535.787905
-3454.2,102,1535.859911
-1504.2,63,1535.901913
-754.2,48,1535.93395
-3556.4,106,1536.007904
-3507.5,106,1536.092911
-1805.3,70,1536.136914
-595.4,37,1536.161904
-3206.4,99,1537.612196
-1250.9,55,1537.656196
-2807.5,92,1537.730196
-2257.5,81,1537.790199
-1002.0,51,1537.827246
-852.0,48,1537.860213
-896.5,44,1537.903216
-2106.4,77,1537.956243
-294.3,30,1537.987232
-496.5,36,1538.023247
-899.8,47,1538.068235
-2106.4,77,1538.121246
-2207.5,80,1538.191244
-1456.4,64,1538.234241
-2204.2,77,1538.286235
-1205.3,58,1538.326212
-294.3,30,1538.347241
-292.1,28,1538.368262
-1403.1,60,1538.430211
-244.3,29,1538.455229
-235.5,21,1538.485212
-3254.2,98,1538.576209
-392.1,30,1538.602264
-91.0,23,1538.63123
-1604.2,65,1538.695246
-2407.5,84,1538.765211
-248.7,33,1538.789209
-6308.6,163,1538.919259
-2056.4,76,1538.97123
-750.9,45,1539.022204
-504.2,43,1539.056231
-1105.3,56,1539.099246
-2406.4,83,1539.156244
-647.6,40,1539.18424
-3507.5,106,1541.214211
-1904.2,71,1541.284214
-1353.1,59,1541.344198
-1753.1,67,1541.409199
-1253.1,57,1541.463219
-346.5,33,1541.486206
-2107.5,78,1541.558229
-4358.6,124,1541.751455
-499.8,39,1541.788457
-746.5,41,1541.854477
-1000.9,50,1541.937487
-2403.1,80,1542.112458
-297.6,33,1542.150461
-1355.3,61,1542.222448
-2805.3,90,1542.33548
-1050.9,51,1542.404449
-1605.3,66,1542.465491
-1249.8,54,1542.529451
-2704.2,87,1542.622531
-899.8,47,1542.676468
-1906.4,73,1542.736487
-2655.3,87,1542.79448
-3055.3,95,1542.871123
-2956.4,94,1542.969172
-544.3,35,1543.004146
-93.2,25,1543.05215
11.2,19,1543.086134
-1700.9,64,1543.372307
-747.6,42,1543.408309
-3104.2,95,1543.482307
-2407.5,84,1543.559336
-2506.4,85,1543.641308
-1052.0,52,1545.889308
-497.6,37,1545.946317
-3157.5,99,1546.063306
-1102.0,53,1546.112307
-1500.9,60,1546.170319
-700.9,44,1546.213327
-1045.4,46,1546.263307
-1803.1,68,1546.338321
-1953.1,71,1546.432322
-1805.3,70,1546.519309
-697.6,41,1546.563307
-952.0,50,1546.625308
-1454.2,62,1546.683343
-2808.6,93,1546.785307
-3258.6,102,1546.906319
-143.2,26,1546.947338
-343.2,30,1546.988337
-855.3,51,1547.058308
-1955.3,73,1547.111308
-2006.4,75,1547.161319
-2006.4,75,1547.212335
-343.2,30,1547.232306
-906.4,53,1547.297309
-1002.0,51,1547.368318
-699.8,43,1547.419337
-1554.2,64,1547.48632
-750.9,45,1547.537318
-899.8,47,1547.605327
-649.8,42,1547.665316
-1348.7,55,1547.759336
-895.4,43,1547.797306
-749.8,44,1547.850308
-297.6,33,1547.881314
-2556.4,86,1547.965313
-344.3,31,1548.003307
-947.6,46,1548.048306
-452.0,40,1548.08631
-1100.9,52,1550.751704
-1352.0,58,1550.845703
-1655.3,67,1550.938704
-1448.7,57,1551.006705
-4058.6,118,1551.118763
-247.6,32,1551.152754
-3605.3,106,1551.253778
-3007.5,96,1551.338763
-602.0,43,1551.383764
-296.5,32,1551.433844
-1055.3,55,1551.481926
-903.1,50,1551.530194
-546.5,37,1551.566172
-1000.9,50,1551.619217
-905.3,52,1551.667184
-7258.6,182,1551.832182
-2906.4,93,1551.913182
-645.4,38,1551.949172
-1203.1,56,1552.005215
-3906.4,113,1552.10618
-1052.0,52,1552.141209
-802.0,47,1552.172183
-1649.8,62,1552.217183
-1857.5,73,1552.268201
-1349.8,56,1552.33518
-1002.0,51,1552.373172
-1049.8,50,1552.448215
-1852.0,68,1552.504181
-293.2,29,1552.533182
-293.2,29,1552.558175
-339.9,27,1552.587065
-750.9,45,1552.632083
-547.6,38,1552.665074
-4057.5,117,1555.230075
-1856.4,72,1555.317073
-448.7,37,1555.419076
-849.8,46,1555.494078
-1250.9,55,1555.553135
-5158.6,140,1555.685313
-1458.6,66,1555.746326
-602.0,43,1555.786312
-597.6,39,1555.822327
-1754.2,68,1555.901878
-1452.0,60,1555.952877
-3757.5,111,1556.046885
-1098.7,50,1556.086885
-652.0,44,1556.127838
-449.8,38,1556.173911
-1803.1,68,1556.238853
-1756.4,70,1556.299844
-2406.4,83,1556.370845
-553.1,43,1556.408883
-845.4,42,1556.449847
-245.4,30,1556.473844
-2506.4,85,1556.538877
-750.9,45,1556.572848
-92.1,24,1556.58985
-902.0,49,1556.626879
-1653.1,65,1556.672847
-797.6,43,1556.701841
-1456.4,64,1556.75969
-138.8,22,1556.774689
-3958.6,116,1556.851691
-1148.7,51,1556.887691
-748.7,43,1556.916702
-342.1,29,1556.936703
-497.6,37,1556.961739
-896.5,44,1556.993691
-1198.7,52,1557.034731
-847.6,44,1559.421692
-1052.0,52,1559.494694
-1303.1,58,1559.574696
-1753.1,67,1559.646692
-1955.3,73,1559.716692
-749.8,44,1559.759492
-1655.3,67,1559.828504
-548.7,39,1559.869495
-1253.1,57,1559.921534
-853.1,49,1559.987772
-194.3,28,1560.015808
-42.1,23,1560.037759
-852.0,48,1560.085241
-900.9,48,1560.144277
-2856.4,92,1560.228862
-293.2,29,1560.253237
-2257.5,81,1560.325856
-3407.5,104,1560.415857
-1553.1,63,1560.47687
-2805.3,90,1560.555848
-500.9,40,1560.592907
-196.5,30,1560.621856
-1048.7,49,1560.668928
-402.0,39,1560.703963
-852.0,48,1560.753928
-3256.4,100,1560.844922
-238.8,24,1560.867995
-1303.1,58,1560.948996
-3558.6,108,1561.115153
-2053.1,73,1561.193143
-1352.0,58,1561.250149
-1406.4,63,1561.318154
-2207.5,80,1561.401153
-8208.6,201,1563.735141
-1103.1,54,1563.802141
-1303.1,58,1563.86514
-394.3,32,1563.89614
-2455.3,83,1563.964182
-288.8,25,1563.985153
-294.3,30,1564.011155
-3057.5,97,1564.094141
-1404.2,61,1564.163147
-1655.3,67,1564.219148
-347.6,34,1564.262154
-1352.0,58,1564.330139
-846.5,43,1564.37115
-603.1,44,1564.412151
-96.5,28,1564.464151
-3507.5,106,1564.554139
-5258.6,142,1564.67214
-2755.3,89,1564.751148
-1150.9,53,1564.796182
-947.6,46,1564.834139
-1404.2,61,1564.885157
-2605.3,86,1564.955147
-542.1,33,1564.988155
-2004.2,73,1565.049148
-342.1,29,1565.093142
-1403.1,60,1565.14115
-2354.2,80,1565.209152
-443.2,32,1565.246151
-549.8,40,1565.28115
-2056.4,76,1565.34815
-444.3,33,1565.380149
-600.9,42,1565.418153
-1853.1,69,1565.480184
-705.3,48,1565.520139
-596.5,38,1565.55515
-2105.3,76,1567.68414
-800.9,46,1567.751139
-800.9,46,1567.813139
-848.7,45,1567.868139
-1153.1,55,1567.912139
-5257.5,141,1568.016151
-2004.2,73,1568.117146
-754.2,48,1568.158154
-1805.3,70,1568.219139
-3355.3,101,1568.301182
-349.8,36,1568.332147
-2608.6,89,1568.409173
-1904.2,71,1568.469182
-4206.4,119,1568.577193
-1597.6,59,1568.634149
-1556.4,66,1568.69814
-1049.8,50,1568.73914
-1453.1,61,1568.796998
-2007.5,76,1568.867018
-898.7,46,1568.906056
-3458.6,106,1569.01905
-1049.8,50,1569.069015
-753.1,47,1569.113015
-2003.1,72,1569.178009
-3557.5,107,1569.276008
-799.8,45,1569.319052
-647.6,40,1569.362022
-1099.8,51,1569.41302
-599.8,41,1569.451048
-3008.6,97,1569.537043
-846.5,43,1569.579013
-1097.6,49,1571.700011
-495.4,35,1571.737051
-139.9,23,1571.766018
-749.8,44,1571.817017
-299.8,35,1571.864008
-848.7,45,1571.916008
-597.6,39,1571.95701
-143.2,26,1571.987008
-746.5,41,1572.03605
-1302.0,57,1572.088006
-2655.3,87,1572.185015
-1600.9,62,1572.241029
-193.2,27,1572.26601
-1053.1,53,1572.314647
-1252.0,56,1572.365657
-3757.5,111,1572.462663
-853.1,49,1572.501656
-600.9,42,1572.535705
-595.4,37,1572.570657
-2904.2,91,1572.672691
-1702.0,65,1572.744699
-1250.9,55,1572.80167
-902.0,49,1572.864656
-644.3,37,1572.90268
-1100.9,52,1572.962685
-693.2,37,1573.015656
-243.2,28,1573.051669
-852.0,48,1573.115655
-3706.4,109,1573.282656
-1104.2,55,1573.328699
-695.4,39,1573.363703
-552.0,42,1573.402656
-1499.8,59,1573.45167
-1506.4,65,1573.495662
-445.4,34,1573.519672
-2257.5,81,1573.576695
-1758.6,72,1573.64167
-447.6,36,1573.672684
-1703.1,66,1573.730655
-143.2,26,1573.751656
-2002.0,71,1575.828656
-2050.9,71,1575.915657
-1857.5,73,1576.009654
-1050.9,51,1576.053655
-2606.4,87,1576.146665
-4556.4,126,1576.245663
-1703.1,66,1576.298661
-2303.1,78,1576.368655
-397.6,35,1576.399653
-999.8,49,1576.445655
-150.9,33,1576.470654
-46.5,27,1576.496654
-898.7,46,1576.535655
-644.3,37,1576.568632
-1204.2,57,1576.61865
-88.8,21,1576.636652
-1149.8,52,1576.682661
-1053.1,53,1576.729676
-1150.9,53,1576.773693
-542.1,33,1576.800661
-1002.0,51,1576.846661
-799.8,45,1576.885669
-3958.6,116,1577.002708
-3608.6,109,1577.095661
-442.1,31,1577.120662
-2507.5,86,1577.192679
-841.0,38,1577.219669
-700.9,44,1577.259661
-950.9,49,1577.299675
-1148.7,51,1577.344661
-84.4,17,1577.358673
-1252.0,56,1577.407687
-93.2,25,1577.432668
-3358.6,104,1577.518705
-2302.0,77,1577.582705
-194.3,28,1577.604663
-2454.2,82,1579.699664
-4607.5,128,1579.844706
-805.3,50,1579.886708
-998.7,48,1579.950706
-349.8,36,1580.002663
-599.8,41,1580.042684
-1002.0,51,1580.084661
-1100.9,52,1580.133668
-1103.1,54,1580.180673
-4258.6,122,1580.283661
-1500.9,60,1580.33567
-1050.9,51,1580.382661
-1404.2,61,1580.436668
-1605.3,66,1580.494662
-397.6,35,1580.521664
-898.7,46,1580.565717
-648.7,41,1580.601672
-1454.2,62,1580.660663
-5758.6,152,1580.784673
-6658.6,170,1580.933669
-2458.6,86,1581.017675
-847.6,44,1581.058665
-2205.3,78,1581.138663
-293.2,29,1581.173676
-89.9,22,1581.198662
-1049.8,50,1581.248669
-3058.6,98,1581.333677
-848.7,45,1581.379705
-750.9,45,1581.424687
-847.6,44,1581.468669
-2155.3,77,1581.545669
-5758.6,152,1583.940667
-1905.3,72,1584.051702
-2708.6,91,1584.170661
-798.7,44,1584.21268
-752.0,46,1584.250708
-595.4,37,1584.283706
-600.9,42,1584.319662
-1152.0,54,1584.366686
-544.3,35,1584.39867
-5707.5,150,1584.553705
-1002.0,51,1584.59767
-1150.9,53,1584.643662
-547.6,38,1584.677662
-594.3,36,1584.708673
-2256.4,80,1584.770695
-1804.2,69,1584.826708
-647.6,40,1584.86267
-1054.2,54,1584.908679
-2055.3,75,1584.969663
-852.0,48,1585.032662
-2203.1,76,1585.097661
-1002.0,51,1585.144668
-797.6,43,1585.180671
-1756.4,70,1585.236661
-391.0,29,1585.263661
-1705.3,68,1585.322677
-693.2,37,1585.354664
-1256.4,60,1585.410661
-903.1,50,1585.460674
-1099.8,51,1585.522712
-649.8,42,1585.566671
-397.6,35,1585.599706
-295.4,31,1585.629662
-650.9,43,1585.667705
-3906.4,113,1585.76167
-1104.2,55,1588.001663
-2055.3,75,1588.101662
-1753.1,67,1588.200662
-49.8,30,1588.229671
-347.6,34,1588.262663
-350.9,37,1588.298709
-1206.4,59,1588.35267
-1954.2,72,1588.419663
-495.4,35,1588.452662
-2604.2,85,1588.529681
-446.5,35,1588.562665
-849.8,46,1588.602661
-849.8,46,1588.64867
-1054.2,54,1588.710671
-846.5,43,1588.74867
-498.7,38,1588.783673
-795.4,41,1588.81967
-1702.0,65,1588.879661
-547.6,38,1588.912662
-1606.4,67,1588.97867
-1654.2,66,1589.035703
-949.8,48,1589.085668
-1152.0,54,1589.134703
-696.5,40,1589.196669
-2305.3,80,1589.269669
-2607.5,88,1589.348661
-1606.4,67,1589.41067
-844.3,41,1589.446663
-756.4,50,1589.497665
-294.3,30,1589.527722
-3708.6,111,1589.627671
-694.3,38,1589.66167
-1505.3,64,1589.717662
-652.0,44,1589.759663
-3308.6,103,1589.864706
-1503.1,62,1589.917663
-998.7,48,1589.962661
-1102.0,53,1592.387666
-1048.7,49,1592.466675
-2202.0,75,1592.569705
-649.8,42,1592.612663
-1149.8,52,1592.662671
-698.7,42,1592.700661
-703.1,46,1592.740676
-853.1,49,1592.780661
-244.3,29,1592.806661
-244.3,29,1592.835662
-1053.1,53,1592.886667
-446.5,35,1592.919706
-3006.4,95,1592.998666
-87.7,20,1593.015661
-753.1,47,1593.059664
-397.6,35,1593.089662
-2905.3,92,1593.164671
-247.6,32,1593.189677
-345.4,32,1593.217669
-1754.2,68,1593.312662
-392.1,30,1593.337701
-5557.5,147,1593.472672
-1857.5,73,1593.528661
-1003.1,52,1593.568708
-1954.2,72,1593.630675
-396.5,34,1593.663661
-194.3,28,1593.68671
-1706.4,69,1593.746661
-646.5,39,1593.780662
-2407.5,84,1593.85166
-499.8,39,1593.885661
-1552.0,62,1593.963674
-1002.0,51,1594.025681
-445.4,34,1594.060661
-4707.5,130,1594.198663
-2156.4,78,1594.27667
-1000.9,50,1594.318702
-1253.1,57,1596.560714
-1706.4,69,1596.672712
-2207.5,80,1596.751731
-642.1,35,1596.783711
-2055.3,75,1596.84771
-543.2,34,1596.877711
-2507.5,86,1596.94571
-949.8,48,1596.983719
-1102.0,53,1597.030719
-4458.6,126,1597.133719
-2003.1,72,1597.196711
-1456.4,64,1597.249729
-746.5,41,1597.285719
-493.2,33,1597.316713
-803.1,48,1597.36371
-1598.7,60,1597.416727
-645.4,38,1597.45071
-953.1,51,1597.494755
-1253.1,57,1597.561718
-3457.5,105,1597.647766
-1502.0,61,1597.701711
-797.6,43,1597.751711
-2306.4,81,1597.81971
-754.2,48,1597.86172
-750.9,45,1597.899719
-1506.4,65,1597.958783
-496.5,36,1597.988721
-2756.4,90,1598.062719
-804.2,49,1598.100722
-246.5,31,1598.129719
-336.6,24,1598.149757
-1855.3,71,1598.216753
-650.9,43,1598.25271
-1149.8,52,1598.297122
-3758.6,112,1600.56066
-295.4,31,1600.644662
-2757.5,91,1600.745661
-3408.6,105,1600.844659
-1053.1,53,1600.895669
-741.0,36,1600.928659
-597.6,39,1600.964674
-852.0,48,1601.009568
-699.8,43,1601.046622
-293.2,29,1601.070596
-1555.3,65,1601.127589
-2004.2,73,1601.18459
-552.0,42,1601.221638
-1754.2,68,1601.281586
-2305.3,80,1601.349587
-2557.5,87,1601.421664
-2305.3,80,1601.486582
-343.2,30,1601.514578
-1855.3,71,1601.591625
-2305.3,80,1601.661627
-1352.0,58,1601.734588
-2807.5,92,1601.811587
-1204.2,57,1601.861446
-142.1,25,1601.882454
-1855.3,71,1601.944456
-338.8,26,1601.965511
-2507.5,86,1602.035455
-2708.6,91,1602.136458
-1205.3,58,1602.194465
-1200.9,54,1602.245513
-803.1,48,1602.285498
-38.8,20,1602.305458
-1404.2,61,1602.359455
-1253.1,57,1602.408464
-443.2,32,1602.435456
-448.7,37,1604.753314
-2605.3,86,1604.897312
-1005.3,54,1604.975312
-2256.4,80,1605.068325
-1503.1,62,1605.148309
-2455.3,83,1605.24631
-1852.0,68,1605.327325
-597.6,39,1605.383326
-744.3,39,1605.442326
-2053.1,73,1605.517326
-597.6,39,1605.560326
-2358.6,84,1605.646312
-7508.6,187,1605.816356
-4808.6,133,1605.937346
15.6,15,1605.949343
-397.6,35,1605.980318
-696.5,40,1606.014325
-900.9,48,1606.053312
-3156.4,98,1606.142319
-1857.5,73,1606.205341
-904.2,51,1606.246324
-2906.4,93,1606.322358
-899.8,47,1606.362318
-1953.1,71,1606.419325
-903.1,50,1606.467322
-2555.3,85,1606.54032
-1149.8,52,1606.582323
-6608.6,169,1606.715318
-1954.2,72,1606.794317
-446.5,35,1609.104658
-239.9,25,1609.141654
-5156.4,138,1609.307637
-1557.5,67,1609.366636
-5457.5,145,1609.504642
-4158.6,120,1609.608638
-755.3,49,1609.658638
-1807.5,72,1609.718674
-897.6,45,1609.758654
-3058.6,98,1609.835645
-2404.2,81,1609.901637
-1102.0,53,1609.945685
-2253.1,77,1610.028645
-1355.3,61,1610.079643
-2453.1,81,1610.146689
-1100.9,52,1610.192646
-1203.1,56,1610.245636
-1855.3,71,1610.301637
-2656.4,88,1610.380646
-2757.5,91,1610.461644
-141.0,24,1610.479645
-544.3,35,1610.513645
-749.8,44,1610.552637
-854.2,50,1610.597649
-1203.1,56,1610.646636
-998.7,48,1610.688646
-396.5,34,1610.715637
-700.9,44,1610.750645
-698.7,42,1610.784048
-1099.8,51,1610.825768
-1603.1,64,1610.891821
-2555.3,85,1613.026794
-1150.9,53,1613.104779
-492.1,32,1613.151776
-494.3,34,1613.201777
-1804.2,69,1613.271779
-1056.4,56,1613.324789
-1654.2,66,1613.383789
-2206.4,79,1613.450792
-1957.5,75,1613.51279
